"internalid","trandate","itemunit","trackingnumber","item_internalid","item_shipquantity","shiptype"
"TOJP202511120035-001","20251119","4","442272652721","A3957N31","2","ç≤êÏ"
"TOJP202511120035-001","20251119","4","442272652721","A3035Z51","1","ç≤êÏ"
"TOJP202511120035-001","20251119","4","442272652721","A3874N21","2","ç≤êÏ"
"TOJP202511120035-001","20251119","4","442272652721","A3874N31","1","ç≤êÏ"
"TOJP202511120035-001","20251119","4","442272652721","A3874N81","2","ç≤êÏ"
"TOJP202511120035-001","20251119","4","442272652721","A70A1NA1","7","ç≤êÏ"
"TOJP202511120035-001","20251119","4","442272652721","T87B0N11","3","ç≤êÏ"
"TOJP202511120035-001","20251119","4","442272652721","A31X10Q1","3","ç≤êÏ"
"TOJP202511120035-001","20251119","4","442272652721","A3955N11","3","ç≤êÏ"
"TOJP202511120035-001","20251119","4","442272652721","A3955N21","3","ç≤êÏ"
"TOJP202511120035-001","20251119","4","442272652721","A3955N31","3","ç≤êÏ"
"TOJP202511120035-001","20251119","4","442272652721","A3955NQ1","2","ç≤êÏ"
"TOJP202511120035-001","20251119","4","442272652721","A121CN11","3","ç≤êÏ"
"TOJP202511120035-001","20251119","4","442272652721","A121CN21","3","ç≤êÏ"
"TOJP202511120039-001","20251119","2","442272652570","A91C8N21","1","ç≤êÏ"
"TOJP202511120039-001","20251119","2","442272652570","T9149N12","1","ç≤êÏ"
"TOJP202511120039-001","20251119","2","442272652570","T9149N22","1","ç≤êÏ"
"TOJP202511120039-001","20251119","2","442272652570","T9150N21","1","ç≤êÏ"
"TOJP202511120039-001","20251119","2","442272652570","A1645021","1","ç≤êÏ"
"TOJP202511120039-001","20251119","2","442272652570","A16450V1","3","ç≤êÏ"
"TOJP202511120039-001","20251119","2","442272652570","A1653N61","2","ç≤êÏ"
"TOJP202511120039-001","20251119","2","442272652570","A1636N13","5","ç≤êÏ"
"TOJP202511120039-001","20251119","2","442272652570","A1637N21","2","ç≤êÏ"
"TOJP202511120039-001","20251119","2","442272652570","A1637N51","2","ç≤êÏ"
"TOJP202511120039-001","20251119","2","442272652570","A1657N11","5","ç≤êÏ"
"TOJP202511120039-001","20251119","2","442272652570","A8662N12","7","ç≤êÏ"
"TOJP202511120039-001","20251119","2","442272652570","A80A1N21","5","ç≤êÏ"
"TOJP202511120039-001","20251119","2","442272652570","A80A1N31","5","ç≤êÏ"
"TOJP202511120039-001","20251119","2","442272652570","A80A1N61","3","ç≤êÏ"
"TOJP202511120039-001","20251119","2","442272652570","A80A2N11","3","ç≤êÏ"
"TOJP202511120039-001","20251119","2","442272652570","A80A2N21","3","ç≤êÏ"
"TOJP202511120039-001","20251119","2","442272652570","A80E1N61","3","ç≤êÏ"
"TOJP202511120039-001","20251119","2","442272652570","A8436012","3","ç≤êÏ"
"TOJP202511120039-001","20251119","2","442272652570","A8436022","3","ç≤êÏ"
"TOJP202511120039-001","20251119","2","442272652570","A8552N32","3","ç≤êÏ"
"TOJP202511120039-001","20251119","2","442272652570","A8552N72","2","ç≤êÏ"
"TOJP202511120039-001","20251119","2","442272652570","A8552NQ2","1","ç≤êÏ"
"TOJP202511120039-001","20251119","2","442272652570","A8552NV2","2","ç≤êÏ"
"TOJP202511120039-001","20251119","2","442272652570","A8552N12","3","ç≤êÏ"
"TOJP202511120039-001","20251119","2","442272652570","A8552N22","3","ç≤êÏ"
"TOJP202511120039-001","20251119","2","442272652570","A8553N32","7","ç≤êÏ"
"TOJP202511120039-001","20251119","2","442272652570","A8553N62","3","ç≤êÏ"
"TOJP202511120039-001","20251119","2","442272652570","A8553N72","3","ç≤êÏ"
"TOJP202511120039-001","20251119","2","442272652570","A8553NV2","3","ç≤êÏ"
"TOJP202511120039-001","20251119","2","442272652570","A8553N12","3","ç≤êÏ"
"TOJP202511120039-001","20251119","2","442272652570","A8662N21","3","ç≤êÏ"
"TOJP202511120039-001","20251119","2","442272652570","A8663071","1","ç≤êÏ"
"TOJP202511120039-001","20251119","2","442272652570","A86630Q1","1","ç≤êÏ"
"TOJP202511120039-001","20251119","2","442272652570","A8663N11","5","ç≤êÏ"
"TOJP202511120039-001","20251119","2","442272652570","A8663N21","2","ç≤êÏ"
"TOJP202511120039-001","20251119","2","442272652570","A8730011","1","ç≤êÏ"
"TOJP202511120039-001","20251119","2","442272652570","A8743011","1","ç≤êÏ"
"TOJP202511120039-001","20251119","2","442272652570","A82E2N22","5","ç≤êÏ"
"TOJP202511120039-001","20251119","2","442272652570","A82E2N21","2","ç≤êÏ"
"TOJP202511120039-001","20251119","2","442272652570","A82E2N11","2","ç≤êÏ"
"TOJP202511120039-001","20251119","2","442272652570","A88E2N11","3","ç≤êÏ"
"TOJP202511120039-001","20251119","2","442272652570","A88E2N12","3","ç≤êÏ"
"TOJP202511120039-001","20251119","2","442272652570","A8553N11-72","3","ç≤êÏ"
"TOJP202511120039-001","20251119","2","442272652570","A85A1N11","10","ç≤êÏ"
"TOJP202511120043-001","20251119","3","442272652732","A9128NF1","1","ç≤êÏ"
"TOJP202511120043-001","20251119","3","442272652732","A91C0N11-72","2","ç≤êÏ"
"TOJP202511120043-001","20251119","3","442272652732","A91C6511","2","ç≤êÏ"
"TOJP202511120043-001","20251119","3","442272652732","A91C6521","1","ç≤êÏ"
"TOJP202511120043-001","20251119","3","442272652732","A91C8N21","1","ç≤êÏ"
"TOJP202511120043-001","20251119","3","442272652732","T9149N12","1","ç≤êÏ"
"TOJP202511120043-001","20251119","3","442272652732","T9149N22","2","ç≤êÏ"
"TOJP202511120043-001","20251119","3","442272652732","T9150N11","1","ç≤êÏ"
"TOJP202511120043-001","20251119","3","442272652732","T9150N21","1","ç≤êÏ"
"TOJP202511120043-001","20251119","3","442272652732","A1610012","3","ç≤êÏ"
"TOJP202511120043-001","20251119","3","442272652732","A1665N21","3","ç≤êÏ"
"TOJP202511120043-001","20251119","3","442272652732","A1610022","2","ç≤êÏ"
"TOJP202511120043-001","20251119","3","442272652732","A1645011","5","ç≤êÏ"
"TOJP202511120043-001","20251119","3","442272652732","A1645021","1","ç≤êÏ"
"TOJP202511120043-001","20251119","3","442272652732","A1645031","1","ç≤êÏ"
"TOJP202511120043-001","20251119","3","442272652732","A1645051","5","ç≤êÏ"
"TOJP202511120043-001","20251119","3","442272652732","A16450V1","5","ç≤êÏ"
"TOJP202511120043-001","20251119","3","442272652732","A1645061","2","ç≤êÏ"
"TOJP202511120043-001","20251119","3","442272652732","A1653N61","5","ç≤êÏ"
"TOJP202511120043-001","20251119","3","442272652732","A1654N11","2","ç≤êÏ"
"TOJP202511120043-001","20251119","3","442272652732","A1654N21","7","ç≤êÏ"
"TOJP202511120043-001","20251119","3","442272652732","A1636N13","9","ç≤êÏ"
"TOJP202511120043-001","20251119","3","442272652732","A1637N11","9","ç≤êÏ"
"TOJP202511120043-001","20251119","3","442272652732","A1637N21","9","ç≤êÏ"
"TOJP202511120043-001","20251119","3","442272652732","A1383N21","4","ç≤êÏ"
"TOJP202511120043-001","20251119","3","442272652732","A1339N11","3","ç≤êÏ"
"TOJP202511120043-001","20251119","3","442272652732","A1664N11","5","ç≤êÏ"
"TOJP202511120043-001","20251119","3","442272652732","A1664N21","7","ç≤êÏ"
"TOJP202511120043-001","20251119","3","442272652732","A1657N11","5","ç≤êÏ"
"TOJP202511120043-001","20251119","3","442272652732","A1657051","5","ç≤êÏ"
"TOJP202511120043-001","20251119","3","442272652732","A1695N11","3","ç≤êÏ"
"TOJP202511120043-001","20251119","3","442272652732","A1695N11","1","ç≤êÏ"
"TOJP202511120043-001","20251119","3","442272652732","A1695N41","2","ç≤êÏ"
"TOJP202511120043-001","20251119","3","442272652732","A1638N11","9","ç≤êÏ"
"TOJP202511120043-001","20251119","3","442272652732","A8662N12","9","ç≤êÏ"
"TOJP202511120043-001","20251119","3","442272652732","A8436012","4","ç≤êÏ"
"TOJP202511120043-001","20251119","3","442272652732","A8436022","4","ç≤êÏ"
"TOJP202511120043-001","20251119","3","442272652732","A8552N32","5","ç≤êÏ"
"TOJP202511120043-001","20251119","3","442272652732","A8552N62","5","ç≤êÏ"
"TOJP202511120043-001","20251119","3","442272652732","A8552N72","5","ç≤êÏ"
"TOJP202511120043-001","20251119","3","442272652732","A8552NQ2","2","ç≤êÏ"
"TOJP202511120043-001","20251119","3","442272652732","A8552NV2","5","ç≤êÏ"
"TOJP202511120045-001","20251119","8","442272652754","A3035031","5","ç≤êÏ"
"TOJP202511120045-001","20251119","8","442272652754","A3062N11","4","ç≤êÏ"
"TOJP202511120045-001","20251119","8","442272652754","A3062N21","1","ç≤êÏ"
"TOJP202511120045-001","20251119","8","442272652754","A3012Z11","1","ç≤êÏ"
"TOJP202511120045-001","20251119","8","442272652754","A3028N24","7","ç≤êÏ"
"TOJP202511120045-001","20251119","8","442272652754","A3028N54","1","ç≤êÏ"
"TOJP202511120045-001","20251119","8","442272652754","A3957N11","5","ç≤êÏ"
"TOJP202511120045-001","20251119","8","442272652754","A3957N21","7","ç≤êÏ"
"TOJP202511120045-001","20251119","8","442272652754","A3957N31","6","ç≤êÏ"
"TOJP202511120045-001","20251119","8","442272652754","A3957N51","6","ç≤êÏ"
"TOJP202511120045-001","20251119","8","442272652754","A3035Z51","4","ç≤êÏ"
"TOJP202511120045-001","20251119","8","442272652754","A3028N34","5","ç≤êÏ"
"TOJP202511120045-001","20251119","8","442272652754","A3878N11","5","ç≤êÏ"
"TOJP202511120045-001","20251119","8","442272652754","A3878N21","5","ç≤êÏ"
"TOJP202511120045-001","20251119","8","442272652754","A3388N31","7","ç≤êÏ"
"TOJP202511120045-001","20251119","8","442272652754","A3874N21","2","ç≤êÏ"
"TOJP202511120045-001","20251119","8","442272652754","A3874N31","1","ç≤êÏ"
"TOJP202511120045-001","20251119","8","442272652754","A3874N61","5","ç≤êÏ"
"TOJP202511120045-001","20251119","8","442272652754","A3874N81","5","ç≤êÏ"
"TOJP202511120045-001","20251119","8","442272652754","A8339NA1","4","ç≤êÏ"
"TOJP202511120045-001","20251119","8","442272652754","A8339N21","3","ç≤êÏ"
"TOJP202511120045-001","20251119","8","442272652754","A83D1N21","3","ç≤êÏ"
"TOJP202511120045-001","20251119","8","442272652754","A83D1NA1","1","ç≤êÏ"
"TOJP202511120045-001","20251119","8","442272652754","A83D1N61","3","ç≤êÏ"
"TOJP202511120045-001","20251119","8","442272652754","A70A1NA1","7","ç≤êÏ"
"TOJP202511120045-001","20251119","8","442272652754","A70A1N31","5","ç≤êÏ"
"TOJP202511120045-001","20251119","8","442272652754","D0711111","2","ç≤êÏ"
"TOJP202511120045-001","20251119","8","442272652754","D2426N12","1","ç≤êÏ"
"TOJP202511120045-001","20251119","8","442272652754","D2425N11","2","ç≤êÏ"
"TOJP202511120045-001","20251119","8","442272652754","D0719111","4","ç≤êÏ"
"TOJP202511120045-001","20251119","8","442272652754","D4112521","1","ç≤êÏ"
"TOJP202511120045-001","20251119","8","442272652754","D0731111","2","ç≤êÏ"
"TOJP202511120045-001","20251119","8","442272652754","D0731111","2","ç≤êÏ"
"TOJP202511120045-001","20251119","8","442272652754","T8410N26","5","ç≤êÏ"
"TOJP202511120045-001","20251119","8","442272652754","T87B0N11","5","ç≤êÏ"
"TOJP202511120045-001","20251119","8","442272652754","T8416521","4","ç≤êÏ"
"TOJP202511120045-001","20251119","8","442272652754","T8W11521","7","ç≤êÏ"
"TOJP202511120045-001","20251119","8","442272652754","T8171321","2","ç≤êÏ"
"TOJP202511120045-001","20251119","8","442272652754","A3119011","3","ç≤êÏ"
"TOJP202511120045-001","20251119","8","442272652754","A3119031","3","ç≤êÏ"
"TOJP202511120045-001","20251119","8","442272652754","A3119091","3","ç≤êÏ"
"TOJP202511120045-001","20251119","8","442272652754","A31190A1","3","ç≤êÏ"
"TOJP202511120045-001","20251119","8","442272652754","A3133N61","4","ç≤êÏ"
"TOJP202511120045-001","20251119","8","442272652754","A31X10Q1","4","ç≤êÏ"
"TOJP202511170023-001","20251119","8","442272652684","A1638N21","3","ç≤êÏ"
"TOJP202511170023-001","20251119","8","442272652684","A1665N21","6","ç≤êÏ"
"TOJP202511170023-001","20251119","8","442272652684","A1645051","5","ç≤êÏ"
"TOJP202511170023-001","20251119","8","442272652684","A1653N11","13","ç≤êÏ"
"TOJP202511170023-001","20251119","8","442272652684","A1653N21","5","ç≤êÏ"
"TOJP202511170023-001","20251119","8","442272652684","A1653N61","14","ç≤êÏ"
"TOJP202511170023-001","20251119","8","442272652684","A1653NG1","9","ç≤êÏ"
"TOJP202511170023-001","20251119","8","442272652684","A1653NG1","13","ç≤êÏ"
"TOJP202511170023-001","20251119","8","442272652684","A1653N51","4","ç≤êÏ"
"TOJP202511170023-001","20251119","8","442272652684","A1654N11","8","ç≤êÏ"
"TOJP202511170023-001","20251119","8","442272652684","A16540V1","1","ç≤êÏ"
"TOJP202511170023-001","20251119","8","442272652684","A1384N21","3","ç≤êÏ"
"TOJP202511170023-001","20251119","8","442272652684","A1384NV1","4","ç≤êÏ"
"TOJP202511170023-001","20251119","8","442272652684","A1664N11","7","ç≤êÏ"
"TOJP202511170023-001","20251119","8","442272652684","A8662N12","2","ç≤êÏ"
"TOJP202511170023-001","20251119","8","442272652684","A8552N72","1","ç≤êÏ"
"TOJP202511170023-001","20251119","8","442272652684","A8552NQ2","1","ç≤êÏ"
"TOJP202511170023-001","20251119","8","442272652684","A8553N12","4","ç≤êÏ"
"TOJP202511170023-001","20251119","8","442272652684","A8743011","4","ç≤êÏ"
"TOJP202511170023-001","20251119","8","442272652684","A8553N71-72","9","ç≤êÏ"
"TOJP202511170023-001","20251119","8","442272652684","A85A1N12","10","ç≤êÏ"
"TOJP202511170023-001","20251119","8","442272652684","A2039N31","3","ç≤êÏ"
"TOJP202511170023-001","20251119","8","442272652684","A2637N26","5","ç≤êÏ"
"TOJP202511170023-001","20251119","8","442272652684","A2637N56","2","ç≤êÏ"
"TOJP202511170023-001","20251119","8","442272652684","A2663N13","2","ç≤êÏ"
"TOJP202511170023-001","20251119","8","442272652684","B2668N71","7","ç≤êÏ"
"TOJP202511170023-001","20251119","8","442272652684","B2692N21","5","ç≤êÏ"
"TOJP202511170023-001","20251119","8","442272652684","A3040011","12","ç≤êÏ"
"TOJP202511170023-001","20251119","8","442272652684","A3035011","8","ç≤êÏ"
"TOJP202511170023-001","20251119","8","442272652684","A3035021","15","ç≤êÏ"
"TOJP202511170023-001","20251119","8","442272652684","A3874N11","8","ç≤êÏ"
"TOJP202511170023-001","20251119","8","442272652684","D0719111","5","ç≤êÏ"
"TOJP202511170023-001","20251119","8","442272652684","A31X1011","24","ç≤êÏ"
"TOJP202511170023-001","20251119","8","442272652684","A31X1061","2","ç≤êÏ"
"TOJP202511170023-001","20251119","8","442272652684","A3955N21","28","ç≤êÏ"
"TOJP202511170023-001","20251119","8","442272652684","A25A0021","3","ç≤êÏ"
"TOJP202511170023-001","20251119","8","442272652684","A25M2N21","5","ç≤êÏ"
"TOJP202511170023-001","20251119","8","442272652684","A121CN11","2","ç≤êÏ"
"TOJP202511170023-001","20251119","8","442272652684","A121CN21","2","ç≤êÏ"
"TOJP202511120044-001","20251119","6","442272652743","A8552N12","5","ç≤êÏ"
"TOJP202511120044-001","20251119","6","442272652743","A8552N22","5","ç≤êÏ"
"TOJP202511120044-001","20251119","6","442272652743","A8553N32","5","ç≤êÏ"
"TOJP202511120044-001","20251119","6","442272652743","A8553N62","5","ç≤êÏ"
"TOJP202511120044-001","20251119","6","442272652743","A8553N72","5","ç≤êÏ"
"TOJP202511120044-001","20251119","6","442272652743","A8553NQ2","5","ç≤êÏ"
"TOJP202511120044-001","20251119","6","442272652743","A8553NV2","5","ç≤êÏ"
"TOJP202511120044-001","20251119","6","442272652743","A8553N12","5","ç≤êÏ"
"TOJP202511120044-001","20251119","6","442272652743","A8553N22","5","ç≤êÏ"
"TOJP202511120044-001","20251119","6","442272652743","A8662N21","5","ç≤êÏ"
"TOJP202511120044-001","20251119","6","442272652743","A8663061","2","ç≤êÏ"
"TOJP202511120044-001","20251119","6","442272652743","A8663N11","5","ç≤êÏ"
"TOJP202511120044-001","20251119","6","442272652743","A8663N21","5","ç≤êÏ"
"TOJP202511120044-001","20251119","6","442272652743","A8730011","1","ç≤êÏ"
"TOJP202511120044-001","20251119","6","442272652743","A8743011","1","ç≤êÏ"
"TOJP202511120044-001","20251119","6","442272652743","A88E2N11","5","ç≤êÏ"
"TOJP202511120044-001","20251119","6","442272652743","A88E2N12","5","ç≤êÏ"
"TOJP202511120044-001","20251119","6","442272652743","A8553N11-72","10","ç≤êÏ"
"TOJP202511120044-001","20251119","6","442272652743","A8553N71-72","10","ç≤êÏ"
"TOJP202511120044-001","20251119","6","442272652743","A84B1N71","6","ç≤êÏ"
"TOJP202511120044-001","20251119","6","442272652743","A85A1N11","4","ç≤êÏ"
"TOJP202511120044-001","20251119","6","442272652743","A85A1N12","4","ç≤êÏ"
"TOJP202511120044-001","20251119","6","442272652743","A121AN11","5","ç≤êÏ"
"TOJP202511120044-001","20251119","6","442272652743","A2039N11","5","ç≤êÏ"
"TOJP202511120044-001","20251119","6","442272652743","A2039N21","5","ç≤êÏ"
"TOJP202511120044-001","20251119","6","442272652743","A2345541","2","ç≤êÏ"
"TOJP202511120044-001","20251119","6","442272652743","A2637N56","10","ç≤êÏ"
"TOJP202511120044-001","20251119","6","442272652743","A2637NG6","10","ç≤êÏ"
"TOJP202511120044-001","20251119","6","442272652743","A2637NQ6","9","ç≤êÏ"
"TOJP202511120044-001","20251119","6","442272652743","A2663N13","9","ç≤êÏ"
"TOJP202511120044-001","20251119","6","442272652743","A2663N23","9","ç≤êÏ"
